Title,Rating,Ownership_Type,Industry,Sector,Revenue,Min_Salary,Max_Salary,Min_Size,Max_Size
140,2,0,45,4,0,128,201,1001.0,5000.0
46,2,0,9,11,0,128,201,5001.0,10000.0
25,2,0,5,3,2,128,201,501.0,1000.0
12,0,0,28,13,1,128,201,1001.0,5000.0
33,0,0,32,8,1,128,201,51.0,200.0
101,2,0,27,11,2,128,201,1.0,50.0
49,4,0,20,9,2,128,201,1.0,50.0
11,2,2,20,9,0,128,201,5001.0,10000.0
49,2,0,22,13,0,138,158,5001.0,10000.0
61,0,0,9,11,1,138,158,51.0,200.0
102,0,0,2,1,1,138,158,501.0,1000.0
50,2,0,2,1,0,138,158,5001.0,10000.0
171,2,0,2,1,1,138,158,1001.0,5000.0
8,0,0,2,1,1,138,158,201.0,500.0
137,0,0,17,11,1,138,158,501.0,1000.0
94,2,3,8,7,2,138,158,501.0,1000.0
20,2,3,4,8,2,138,158,501.0,1000.0
132,3,0,5,3,2,138,158,51.0,200.0
170,0,0,5,3,2,138,158,51.0,200.0
82,2,3,4,8,2,138,158,51.0,200.0
148,2,0,13,13,0,138,158,5001.0,10000.0
100,2,2,20,9,0,138,158,5001.0,10000.0
144,0,0,17,11,2,138,158,51.0,200.0
161,0,0,1,4,2,138,158,51.0,200.0
34,2,0,1,4,1,138,158,51.0,200.0
75,2,0,24,10,0,138,158,1001.0,5000.0
139,1,0,1,4,2,138,158,51.0,200.0
91,2,1,20,9,0,138,158,51.0,200.0
34,2,0,2,1,0,138,158,5001.0,10000.0
112,2,0,5,3,0,80,132,5001.0,10000.0
140,2,0,9,11,0,80,132,5001.0,10000.0
49,2,0,10,5,1,80,132,1001.0,5000.0
49,2,0,5,3,0,80,132,1001.0,5000.0
49,2,1,20,9,2,80,132,1001.0,5000.0
49,0,0,11,4,1,80,132,201.0,500.0
49,0,0,1,4,1,80,132,51.0,200.0
49,2,0,24,10,2,80,132,1.0,50.0
49,1,0,24,10,2,80,132,1.0,50.0
49,1,0,27,11,1,80,132,201.0,500.0
49,2,0,31,11,1,80,132,51.0,200.0
74,0,2,2,1,0,80,132,5001.0,10000.0
59,0,0,27,11,1,80,132,1.0,50.0
49,2,0,24,10,1,80,132,1.0,50.0
49,2,0,0,0,1,80,132,1.0,50.0
49,0,3,17,11,1,80,132,51.0,200.0
49,0,0,27,11,0,80,132,51.0,200.0
49,2,0,11,4,1,80,132,1.0,50.0
49,2,0,2,1,1,80,132,51.0,200.0
49,0,0,4,8,1,80,132,1.0,50.0
0,2,0,4,8,2,87,141,201.0,500.0
140,0,0,42,4,0,87,141,5001.0,10000.0
49,4,3,30,12,1,87,141,5001.0,10000.0
49,2,0,30,12,0,87,141,5001.0,10000.0
49,4,0,40,20,2,87,141,5001.0,10000.0
49,1,3,40,20,0,87,141,1001.0,5000.0
49,0,0,27,11,0,87,141,1001.0,5000.0
49,0,0,2,1,2,87,141,51.0,200.0
49,1,0,11,4,1,87,141,51.0,200.0
49,2,0,2,1,0,87,141,5001.0,10000.0
49,2,0,24,10,1,87,141,1.0,50.0
34,2,0,24,10,2,87,141,501.0,1000.0
49,2,0,11,4,1,87,141,1.0,50.0
49,2,0,9,11,1,87,141,51.0,200.0
49,1,0,17,11,2,87,141,51.0,200.0
71,2,2,11,4,1,87,141,1001.0,5000.0
49,0,0,45,4,1,87,141,1.0,50.0
49,0,0,9,11,1,87,141,1001.0,5000.0
49,0,0,45,4,1,87,141,51.0,200.0
49,2,0,27,11,2,87,141,201.0,500.0
68,2,0,22,13,0,92,155,201.0,500.0
49,0,0,17,11,1,92,155,1.0,50.0
49,1,0,11,4,1,92,155,51.0,200.0
49,1,0,56,4,2,92,155,5001.0,10000.0
49,2,0,11,4,1,92,155,51.0,200.0
60,0,0,27,11,1,92,155,1.0,50.0
49,4,3,2,1,2,92,155,1.0,50.0
140,2,0,2,1,0,92,155,5001.0,10000.0
49,1,0,17,11,2,92,155,51.0,200.0
66,0,0,45,4,2,92,155,1.0,50.0
49,0,0,27,11,2,92,155,51.0,200.0
34,2,0,30,12,1,92,155,201.0,500.0
49,2,0,30,12,2,92,155,1001.0,5000.0
49,2,0,2,1,0,92,155,1001.0,5000.0
3,0,0,9,11,0,92,155,1001.0,5000.0
49,2,0,2,1,0,92,155,5001.0,10000.0
81,2,2,42,4,0,92,155,1001.0,5000.0
49,0,0,11,4,2,92,155,51.0,200.0
48,0,0,9,11,2,92,155,201.0,500.0
131,4,3,5,3,1,92,155,201.0,500.0
2,2,0,5,3,0,92,155,201.0,500.0
140,2,0,1,4,1,105,167,51.0,200.0
160,2,0,48,19,0,105,167,5001.0,10000.0
49,1,0,2,1,2,105,167,51.0,200.0
49,2,0,25,6,1,105,167,51.0,200.0
49,4,3,27,11,1,105,167,51.0,200.0
49,4,3,27,11,1,105,167,51.0,200.0
49,2,0,27,11,1,105,167,51.0,200.0
49,2,0,2,1,2,105,167,51.0,200.0
49,4,3,38,18,1,105,167,51.0,200.0
49,2,0,38,18,2,105,167,51.0,200.0
49,0,0,45,4,2,105,167,51.0,200.0
49,0,0,45,4,2,105,167,501.0,1000.0
49,4,0,27,11,2,105,167,1.0,50.0
49,2,0,27,11,1,105,167,201.0,500.0
49,2,0,5,3,1,105,167,1001.0,5000.0
49,2,0,1,4,2,105,167,1001.0,5000.0
49,4,3,1,4,1,105,167,1001.0,5000.0
49,4,3,1,4,1,105,167,1001.0,5000.0
49,0,0,1,4,1,105,167,1.0,50.0
49,1,0,56,4,0,105,167,1001.0,5000.0
