,Latitude,Longitude,Tenure Months,Monthly Charges,Total Charges,Churn Value,Churn Score,CLTV,Churn Reason,Region Cluster,Avg Monthly Spend,Total Services Subscribed,Recurring Payment,Auto-Pay,Upsell Potential,Gender_Male,Senior Citizen_Yes,Partner_Yes,Dependents_Yes,Phone Service_Yes,Multiple Lines_No phone service,Multiple Lines_Yes,Online Security_No internet service,Online Security_Yes,Online Backup_No internet service,Online Backup_Yes,Device Protection_No internet service,Device Protection_Yes,Tech Support_No internet service,Tech Support_Yes,Streaming TV_No internet service,Streaming TV_Yes,Streaming Movies_No internet service,Streaming Movies_Yes,Paperless Billing_Yes,Churn_Probability
1571,38.035707,-122.196821,12,56.65,654.85,1,90,3043,Extra data charges,0,54.57083333333333,3,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7593060133075005
1572,38.027218,-122.23463,42,73.9,3160.55,1,71,2774,Price too high,0,75.25119047619049,6,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5303378001087594
1573,38.581354,-122.296283,33,24.5,740.3,1,77,5194,Product dissatisfaction,0,22.433333333333334,2,0,0,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.05120356444705891
1574,37.59485,-122.051521,31,89.9,2806.9,1,85,2031,Service dissatisfaction,0,90.54516129032258,4,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9161058284719324
1575,37.685052,-121.912061,18,78.55,1422.65,1,84,3521,Lack of self-service on Website,0,79.03611111111111,2,0,0,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8519541665982632
1576,37.776523,-122.219268,42,99.45,4138.05,1,96,4624,Network reliability,0,98.525,6,0,0,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.8313822909193673
1577,37.803883,-122.208417,4,25.2,102.5,1,72,4694,Don't know,0,25.625,0,1,1,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6981114860922869
1578,37.739113,-122.175602,12,74.05,872.65,1,94,4149,Don't know,0,72.72083333333333,5,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.8287160058856302
1579,37.83726,-122.287648,15,55.0,757.1,1,94,3167,Don't know,0,50.473333333333336,3,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7252594339752065
1580,37.828416,-122.216005,7,89.75,608.8,1,90,3807,Poor expertise of online support,0,86.97142857142856,4,0,0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.9005301244887377
1581,37.890274,-122.295192,14,85.15,1139.2,1,100,4550,Poor expertise of phone support,0,81.37142857142858,3,0,0,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9622703267541678
1582,37.945288,-122.383941,3,94.6,279.55,1,87,3019,Competitor had better devices,0,93.18333333333334,4,0,0,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.9676678880045719
1583,37.921034,-122.341798,16,94.25,1483.25,1,73,2827,Competitor offered higher download speeds,0,92.703125,4,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8100680062339849
1584,37.941456,-122.320968,65,72.45,4653.85,1,68,4415,Competitor offered more data,0,71.59769230769231,6,1,0,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.13795536695171218
1585,37.972662,-122.491452,42,105.2,4400.75,1,89,2317,Competitor made better offer,0,104.7797619047619,6,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8832409505817733
1586,38.34719,-122.697822,6,82.85,460.25,1,78,4458,Competitor had better devices,0,76.70833333333333,3,0,0,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9032222756235782
1587,37.937082,-122.532369,53,103.85,5485.5,1,87,5860,Competitor had better devices,0,103.5,6,0,0,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8935782841037274
1588,38.135897,-122.563683,5,83.6,404.2,1,93,4565,Competitor offered higher download speeds,0,80.84,3,0,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8960229942728896
1589,38.052209,-122.775567,68,108.45,7176.55,1,65,4454,Competitor offered higher download speeds,0,105.53750000000001,7,0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5021282357258973
1590,37.848641,-122.515692,3,91.5,242.95,1,76,5646,Competitor offered higher download speeds,0,80.98333333333333,4,1,1,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8656240389011223
1591,38.005839,-122.638155,12,80.85,866.45,1,87,4306,Competitor offered more data,0,72.20416666666667,3,1,0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7799823962397261
1592,37.013471,-121.877877,43,49.05,2076.2,1,92,4044,Competitor offered more data,0,48.283720930232555,3,1,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7645940437869947
1593,37.078873,-122.090386,68,105.3,7299.65,1,79,6284,Competitor offered more data,0,107.34779411764706,6,0,0,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7523140958701983
1594,37.171727,-122.142961,25,88.95,2291.2,1,100,3878,Competitor made better offer,0,91.648,4,0,0,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9061123482503405
1595,37.279689,-121.954567,66,110.85,7491.75,1,74,4281,Competitor made better offer,0,113.51136363636364,7,0,0,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.429858097067155
1596,37.306612,-122.080621,70,114.2,7723.9,1,73,5947,Price too high,0,110.34142857142857,8,1,1,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.2779218790469578
1597,37.114335,-122.237162,27,36.5,1032.0,1,93,4564,Product dissatisfaction,0,38.22222222222222,1,1,0,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8115969329764229
1598,37.089111,-122.062213,1,70.75,70.75,1,93,3963,Service dissatisfaction,0,70.75,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9242363594041803
1599,36.875409,-121.279679,3,40.15,130.75,1,75,4710,Lack of self-service on Website,0,43.583333333333336,2,0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.8557577077845532
1600,37.161544,-121.649371,29,94.45,2653.65,1,71,2233,Network reliability,0,91.5051724137931,4,0,0,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8904430760997022
1601,37.351214,-121.952417,36,97.35,3457.9,1,86,4544,Limited range of services,0,96.05277777777778,5,1,1,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.8332836080142088
1602,36.931654,-121.752383,1,45.3,45.3,1,69,4954,Lack of affordable download/upload speed,0,45.3,2,0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8989630890297797
1603,37.284265,-121.827673,2,94.95,178.1,1,87,4493,Long distance charges,0,89.05,4,0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9115444108617362
1604,37.333851,-121.891147,12,44.55,480.6,1,89,4162,Extra data charges,0,40.050000000000004,1,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.775433622427481
1605,37.304681,-121.809955,1,23.45,23.45,1,90,4517,Price too high,0,23.45,0,0,0,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8726622467244975
1606,37.375156,-121.795867,1,29.7,29.7,1,74,3383,Product dissatisfaction,0,29.7,1,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47076690089979595
1607,37.305622,-122.000887,59,101.1,6039.9,1,87,4160,Service dissatisfaction,0,102.37118644067796,5,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8380305116375457
1608,37.424655,-121.74841,3,50.65,151.3,1,76,2876,Lack of self-service on Website,0,50.43333333333334,2,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8762422172762484
1609,37.28682,-121.723877,1,55.4,55.4,1,70,2294,Network reliability,0,55.4,2,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9041337335249058
1610,37.270938,-121.851046,1,90.6,90.6,1,93,2905,Don't know,0,90.6,4,0,0,0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9562151054828787
1611,37.218705,-121.762429,2,86.85,156.35,1,78,5204,Competitor had better devices,0,78.175,3,0,0,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9417134793940407
1612,38.044523,-121.348048,29,99.05,2952.85,1,82,3179,Competitor offered higher download speeds,0,101.82241379310345,5,1,1,0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8828439195509762
1613,38.200231,-121.235034,52,111.25,5916.45,1,90,4861,Competitor offered more data,0,113.77788461538461,7,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.7681374629369797
1614,38.071327,-120.632221,2,55.1,113.35,1,70,4235,Competitor made better offer,0,56.675,3,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5840278302533333
1615,38.244806,-120.417301,13,102.25,1359.0,1,66,2003,Competitor had better devices,0,104.53846153846153,5,1,1,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.6849003191845051
1616,38.055562,-120.456298,19,95.9,1777.9,1,68,2851,Competitor had better devices,0,93.57368421052632,4,1,1,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5707173567178532
1617,38.169605,-121.310964,47,95.05,4504.55,1,65,5214,Competitor offered higher download speeds,0,95.84148936170213,5,0,0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.4342996549138532
1618,38.085839,-120.37855,5,53.85,259.8,1,74,5435,Competitor offered higher download speeds,0,51.96,3,1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.509474636467472
1619,37.422961,-120.765493,52,104.2,5568.35,1,68,5648,Competitor offered higher download speeds,0,107.08365384615385,6,0,0,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.6224264963516997
1620,37.524721,-120.757977,42,50.25,2203.65,1,97,4873,Competitor offered more data,0,52.46785714285714,2,0,0,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.887699888764691
1621,37.902968,-119.667544,25,99.5,2369.05,1,90,5932,Competitor offered more data,3,94.762,5,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8928954065322086
1622,37.5923,-120.853288,9,71.0,672.55,1,81,2236,Competitor offered more data,0,74.72777777777777,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8633549965891275
1623,37.84771,-120.486589,16,93.2,1573.7,1,75,5497,Competitor made better offer,0,98.35625,4,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6483164340684775
1624,37.80821,-121.308401,5,19.35,126.05,1,97,3864,Competitor made better offer,0,25.21,1,0,0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.7183108191297847
1625,37.361987,-120.748394,3,19.85,64.55,1,93,2158,Price too high,0,21.516666666666666,1,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.7164529710279204
1626,37.671806,-121.007575,31,104.2,3243.45,1,68,5000,Product dissatisfaction,0,104.62741935483871,6,0,0,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.5887326070696662
1627,37.639029,-120.964772,1,79.25,79.25,1,83,5533,Service dissatisfaction,0,79.25,2,0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9781789352758993
1628,37.672906,-120.946594,1,44.9,44.9,1,76,2632,Lack of self-service on Website,0,44.9,1,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.868776360452512
1629,37.612612,-121.108568,10,70.1,659.65,1,92,2457,Network reliability,0,65.965,1,0,0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9404703473483192
1630,37.785033,-120.776141,4,29.65,118.5,1,71,4207,Limited range of services,0,29.625,1,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8406448121705042
1631,38.224869,-119.755729,43,77.85,3365.85,1,100,5107,Lack of affordable download/upload speed,3,78.27558139534884,3,0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8783815521538237
1632,37.329725,-120.306399,4,54.3,195.3,1,87,5834,Long distance charges,3,48.825,2,0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9186203162595429
1633,37.734971,-120.954271,11,95.15,997.65,1,71,4074,Extra data charges,0,90.69545454545454,4,1,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8321170763768317
1634,37.939768,-120.188002,47,110.85,5275.8,1,97,3344,Price too high,0,112.25106382978724,7,1,1,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.7726822655337624
1635,37.609095,-121.263381,1,80.5,80.5,1,85,2734,Product dissatisfaction,0,80.5,2,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9134056072895056
1636,38.460517,-122.790335,4,72.2,305.55,1,89,5668,Service dissatisfaction,0,76.3875,2,1,1,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9007627344926918
1637,38.526941,-122.709096,17,51.5,900.5,1,94,5659,Lack of self-service on Website,0,52.970588235294116,2,0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.826681726107401
1638,38.394091,-122.739814,43,89.55,3856.75,1,73,3802,Network reliability,0,89.69186046511628,3,0,0,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8585440485625068
1639,38.731055,-123.316553,21,77.5,1625.0,1,74,5353,Don't know,0,77.38095238095238,6,0,0,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5277965805035726
1640,39.361283,-123.784599,42,95.25,3959.35,1,89,2075,Attitude of service provider,2,94.2702380952381,5,1,1,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.8536626745968414
1641,38.965804,-122.631779,46,85.0,3969.4,1,71,2097,Attitude of support person,0,86.29130434782608,3,0,0,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6322734335096611
1642,39.239818,-123.565432,5,85.75,470.95,1,71,3608,Attitude of support person,2,94.19,3,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.7908355794368107
1643,38.348884,-122.51699,6,98.25,560.6,1,83,3330,Attitude of support person,0,93.43333333333334,5,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.9043354434968748
1644,38.493888,-122.777141,1,25.7,25.7,1,83,4095,Attitude of service provider,0,25.7,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9008489533144156
1645,38.434362,-122.86891,7,69.0,506.9,1,65,5672,Attitude of service provider,0,72.41428571428571,1,0,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8286659389039415
1646,38.93706,-123.118111,2,46.05,80.35,1,72,4662,Attitude of service provider,2,40.175,1,1,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7288655981409033
1647,39.080469,-122.955176,1,76.4,76.4,1,89,2426,Attitude of support person,2,76.4,2,0,0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9314659695586704
1648,39.806141,-123.531098,5,100.5,514.0,1,85,5180,Competitor made better offer,2,102.8,5,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.9489941815018021
1649,39.141934,-122.770679,22,40.05,880.2,1,75,2061,Moved,2,40.00909090909091,2,0,0,0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5009040869805577
1650,39.305545,-123.743697,1,69.95,69.95,1,79,5066,Moved,2,69.95,1,0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80646126530247
1651,39.182916,-123.552571,1,93.3,93.3,1,65,2578,Moved,2,93.3,4,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.9206497618019293
1652,39.12334,-122.838198,3,49.15,169.05,1,68,5598,Competitor had better devices,2,56.35,2,0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8658671955341704
1653,38.888351,-123.239647,1,35.05,35.05,1,89,3706,Competitor offered higher download speeds,2,35.05,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9000505373741408
1654,38.696659,-123.436861,1,73.0,73.0,1,76,4116,Competitor offered more data,0,73.0,2,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.841156625007593
1655,40.372532,-123.525626,33,83.85,2716.3,1,79,2583,Competitor made better offer,2,82.31212121212121,4,1,1,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6378804270312258
1656,40.854512,-123.450097,1,70.1,70.1,1,84,3706,Competitor had better devices,2,70.1,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9557588921237057
1657,40.057784,-123.679461,2,70.65,142.35,1,74,2189,Competitor had better devices,2,71.175,1,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8745355506198951
1658,40.557314,-124.081662,2,20.35,33.2,1,65,5627,Competitor offered higher download speeds,2,16.6,1,0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.21460253522448647
1659,40.210895,-123.86,3,99.0,287.4,1,77,5236,Competitor offered higher download speeds,2,95.8,5,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7316440929036057
1660,40.274302,-124.210902,26,83.95,2254.2,1,85,5869,Competitor offered higher download speeds,2,86.69999999999999,3,0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9188381652822951
1661,40.142256,-123.852927,67,116.2,7752.3,1,82,4495,Don't know,2,115.70597014925373,8,1,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.747739172083461
1662,40.485849,-124.163234,71,93.7,6585.35,1,100,4296,Competitor offered more data,2,92.75140845070423,4,1,1,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7996178785866449
1663,41.950683,-124.097094,1,19.7,19.7,1,90,5707,Competitor offered more data,2,19.7,1,0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.9050464619089701
